eid,account_number_avg_order_total_per_account_number_1day,account_number_avg_order_total_per_account_number_30day,account_number_avg_order_total_per_account_number_7day,account_number_avg_order_total_per_account_number_90day,account_number_num_distinct_transaction_per_account_number_1day,account_number_num_distinct_transaction_per_account_number_30day,account_number_num_distinct_transaction_per_account_number_7day,account_number_num_distinct_transaction_per_account_number_90day,account_number_num_fraud_transactions_per_account_number_1day,account_number_num_fraud_transactions_per_account_number_30day,account_number_num_fraud_transactions_per_account_number_7day,account_number_num_fraud_transactions_per_account_number_90day,account_number_num_fraud_transactions_per_account_number_lifetime,account_number_num_order_items_per_account_number_1day,account_number_num_order_items_per_account_number_30day,account_number_num_order_items_per_account_number_7day,account_number_num_order_items_per_account_number_90day,account_number_num_order_items_per_account_number_lifetime,account_number_sum_order_total_per_account_number_1day,account_number_sum_order_total_per_account_number_30day,account_number_sum_order_total_per_account_number_7day,account_number_sum_order_total_per_account_number_90day,is_billing_shipping_city_same,is_existing_user,num_order_items,order_total,status,is_fraud
158-3157129-2426069,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,New,0.0
495-2524199-7204543,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
379-8543740-3394573,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
221-4704033-9591876,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
946-1426228-7014116,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
114-4560235-3857236,312.95,312.95,312.95,312.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,312.95,312.95,312.95,312.95,1.0,1.0,2.0,312.95,New,0.0
865-3429850-0064780,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
744-7445212-7319254,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
756-8306934-0293236,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,New,0.0
172-1155498-3929241,312.95,312.95,312.95,312.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,312.95,312.95,312.95,312.95,1.0,1.0,2.0,312.95,New,0.0
866-2738727-0416390,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
273-6819310-5035548,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,0.0,1.0,2.0,9.0,New,0.0
388-9138984-0095679,262.95,262.95,262.95,262.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,262.95,262.95,262.95,262.95,1.0,1.0,2.0,262.95,New,0.0
197-9617589-7576539,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
702-3649808-6354880,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
579-9575848-1046175,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
398-5718381-9714013,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
929-2316866-2055635,1011.95,1011.95,1011.95,1011.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1011.95,1011.95,1011.95,1011.95,1.0,1.0,3.0,1011.95,New,0.0
473-8420687-1704099,220.7,220.7,220.7,220.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,220.7,220.7,220.7,220.7,1.0,1.0,2.0,220.7,New,0.0
818-0744836-4136874,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
953-4921932-8026710,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
158-7274712-4883462,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,0.0,1.0,2.0,212.95,New,0.0
416-7410421-9014706,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,New,0.0
219-0709063-8214236,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,New,0.0
176-7744767-8920100,222.43,222.43,222.43,222.43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,222.43,222.43,222.43,222.43,1.0,1.0,2.0,222.43,New,0.0
241-1497348-1243684,127.0,127.0,127.0,127.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,6.0,254.0,254.0,254.0,254.0,1.0,1.0,3.0,5.0,New,0.0
571-1646043-4023381,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
898-5502679-9216324,155.975,155.975,155.975,155.975,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,10.0,623.9,623.9,623.9,623.9,1.0,1.0,3.0,149.0,New,0.0
486-3040838-0025740,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
789-9920677-6407976,420.7,420.7,420.7,420.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,420.7,420.7,420.7,420.7,1.0,1.0,2.0,420.7,New,0.0
467-4791524-2860351,299.0,299.0,299.0,299.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,299.0,299.0,299.0,299.0,1.0,1.0,3.0,299.0,New,0.0
813-2116722-8038895,172.95,172.95,172.95,172.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,3.0,3.0,3.0,172.95,172.95,172.95,172.95,1.0,0.0,3.0,172.95,New,0.0
483-4696499-7906177,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
112-2323219-5888271,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
540-5508883-2710043,312.95,312.95,312.95,312.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,312.95,312.95,312.95,312.95,1.0,1.0,3.0,312.95,New,0.0
044-2498286-7729384,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
038-5919559-6918044,212.95,110.975,212.95,110.975,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,212.95,221.95,212.95,221.95,1.0,1.0,2.0,212.95,New,0.0
118-4503892-4617682,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,New,1.0
448-1729304-3874604,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,0.0,2.0,162.95,New,1.0
156-9233172-5575224,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
664-5410975-5682678,612.95,612.95,612.95,612.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,612.95,612.95,612.95,612.95,1.0,1.0,2.0,612.95,New,0.0
117-6931641-6692843,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
241-8655621-5934461,14.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,14.0,14.0,14.0,14.0,1.0,1.0,3.0,14.0,New,0.0
883-4717353-1168507,225.74,225.74,225.74,225.74,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,225.74,225.74,225.74,225.74,1.0,1.0,2.0,225.74,New,0.0
836-9191148-8467869,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,New,1.0
975-6348814-1371451,34.0,34.0,34.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,34.0,34.0,34.0,34.0,1.0,1.0,2.0,34.0,New,0.0
623-2549729-9396541,262.95,262.95,262.95,262.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,262.95,262.95,262.95,262.95,1.0,1.0,2.0,262.95,New,0.0
351-4054592-8247816,4.5,4.5,4.5,4.5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
787-0245975-8966727,612.95,612.95,612.95,612.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,612.95,612.95,612.95,612.95,1.0,1.0,2.0,612.95,New,0.0
546-4885287-6584153,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,New,1.0
796-5571683-3464579,14.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,14.0,14.0,14.0,14.0,1.0,0.0,3.0,14.0,New,0.0
131-9137057-0837571,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
141-7650320-0698503,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,170.7,170.7,170.7,170.7,1.0,1.0,2.0,170.7,New,0.0
851-8516374-7419026,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
545-4914485-7322987,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
822-2897079-2889651,322.95,322.95,322.95,322.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,322.95,322.95,322.95,322.95,1.0,0.0,3.0,322.95,New,0.0
825-1868457-6208059,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
126-4946914-2279944,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
361-4936557-4825475,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,New,0.0
212-1792738-3679945,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
185-9147416-7612968,371.95,371.95,371.95,371.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,371.95,371.95,371.95,371.95,1.0,1.0,3.0,371.95,New,0.0
409-4887465-8310418,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
524-8349396-4626596,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,1.0
238-6349950-9324039,272.43,322.43,322.43,322.43,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,272.43,644.86,644.86,644.86,1.0,1.0,2.0,272.43,New,1.0
036-7494693-1046056,228.06,228.06,228.06,228.06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,228.06,228.06,228.06,228.06,1.0,1.0,2.0,228.06,New,0.0
704-5195710-0862230,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
603-2677418-7248799,24.0,24.0,24.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,24.0,24.0,24.0,24.0,1.0,1.0,2.0,24.0,New,0.0
914-9769287-2841519,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,1.0
631-6249788-5512333,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,0.0,1.0,2.0,9.0,New,0.0
110-5231654-8287353,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,0.0,0.0,2.0,9.0,New,0.0
604-7015738-1817035,262.95,262.95,262.95,262.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,262.95,262.95,262.95,262.95,1.0,1.0,2.0,262.95,New,0.0
348-7503798-4544506,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
224-2818659-1121957,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,0.0,2.0,9.0,New,0.0
401-5567119-8349057,179.0,179.0,179.0,179.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,179.0,179.0,179.0,179.0,1.0,1.0,3.0,179.0,New,0.0
197-4202714-0068251,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,0.0,2.0,9.0,New,0.0
574-5068661-5844538,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,0.0,2.0,9.0,New,0.0
568-6038274-2771906,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
462-4003964-0822534,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
662-3232572-7185227,131.475,131.475,131.475,131.475,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,262.95,262.95,262.95,262.95,1.0,1.0,2.0,262.95,New,0.0
160-8361884-5041828,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
818-6905354-7174168,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
204-6376021-4980924,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
753-4115728-4147989,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
715-2100767-5548885,362.95,362.95,362.95,362.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,362.95,362.95,362.95,362.95,1.0,1.0,2.0,362.95,New,0.0
732-4143528-8882546,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
750-8337084-4604708,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
837-1468517-1266632,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
926-3657093-1919697,512.95,512.95,512.95,512.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,512.95,512.95,512.95,512.95,1.0,0.0,2.0,512.95,New,0.0
669-6653014-3819385,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
125-7634728-2776421,371.95,371.95,371.95,371.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,371.95,371.95,371.95,371.95,1.0,1.0,3.0,371.95,New,0.0
490-0650391-7903648,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,New,0.0
846-6255124-1557074,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
428-2748671-3158186,34.0,34.0,34.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,34.0,34.0,34.0,34.0,1.0,1.0,3.0,34.0,New,0.0
069-3282128-3668992,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
786-8184493-4135697,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
535-9846747-0251462,262.95,262.95,262.95,262.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,262.95,262.95,262.95,262.95,1.0,1.0,2.0,262.95,New,0.0
269-2049211-2092120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,New,0.0
547-5537422-1362849,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,0.0,2.0,9.0,New,0.0
725-7744712-2305293,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
850-7109418-3314658,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
549-3122696-1970592,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
184-9663732-6793302,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,1.0,1.0,2.0,162.95,New,0.0
293-3108847-9993772,122.95,122.95,122.95,122.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,122.95,122.95,122.95,122.95,1.0,0.0,3.0,122.95,New,0.0
347-7314272-8935652,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,0.0,2.0,9.0,New,0.0
608-0314620-6826908,412.95,412.95,412.95,412.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,412.95,412.95,412.95,412.95,1.0,1.0,2.0,412.95,New,0.0
369-4770872-3200690,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
859-4218057-6732743,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
158-8858532-0848781,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
180-3204158-9881445,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,New,0.0
278-7370350-3040463,212.95,212.95,212.95,212.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,212.95,212.95,212.95,212.95,1.0,1.0,2.0,212.95,New,0.0
484-9152480-0504400,412.95,412.95,412.95,412.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,412.95,412.95,412.95,412.95,1.0,1.0,2.0,412.95,New,0.0
063-7470610-1899935,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,New,0.0
405-4170373-8280707,162.95,162.95,162.95,162.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,162.95,162.95,162.95,162.95,0.0,1.0,2.0,162.95,New,0.0
